placeId,name,address,latitude,longitude
ChIJT9Ur7VKpQjQRm_97VIgW2QM,沙丘,"103, Taiwan, Taipei City, Datong District, Section 2, Yanping N Rd, 62號5樓",25.0554588,121.51148189999998
ChIJbSTgI2WpQjQRcVwWB2cnyfE,Huashan 1914 Creative Park,"No. 1號, Section 1, Bade Rd, Zhongzheng District, Taipei City, Taiwan 100",25.0440698,121.5293583
ChIJCSZY80GrQjQRq34Y_zQ0h14,玖仰茶食文化 jiuyang(仁愛延吉),"No. 233-4號, Yanji St, Da’an District, Taipei City, Taiwan 106",25.0367729,121.55566839999999
ChIJNyZeI5upQjQRmjNcH9N6Z-w,Jiuyang Yongkang Shop,"No. 9-1號, Yongkang St, Da’an District, Taipei City, Taiwan 106",25.0329427,121.52992580000002
ChIJP5CF7pmrQjQRY1MyLg_GRrw,Simple Kaffa,"No. 7號, Section 5, Xinyi Rd, Xinyi District, Taipei City, Taiwan 110",25.033782300000002,121.5648744
ChIJqTQzIehv5kcRaF3hD1SzX5A,Le Cinq,"31 Av. George V, 75008 Paris, France",48.868849,2.300683
ChIJiXiD7BOpQjQRtpCglEq12v8,Pallas Cafe,"No. 14號, Lane 14, Section 1, Dihua St, Datong District, Taipei City, Taiwan 103",25.0541599,121.509734
ChIJASCS7C2qQjQR-emZqlAqWfE,Weiyang Coffee,"No. 10, Lane 208, Siwei Rd, Da’an District, Taipei City, Taiwan 106",25.0262375,121.5474209
